,Index,ETF,Today,1 Month,YTD,1 Year,3 Years,category,subcategory,url,timestamp
1,Private Equity,PSP,1.73%,-14.53%,-36.48%,-36.60%,-18.91%,Themes & Subsectors ETFs,Financials,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
2,Property & Casualty Insurance,KBWP,0.31%,-3.97%,2.17%,7.21%,13.51%,Themes & Subsectors ETFs,Financials,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
3,Capital Markets,KCE,1.79%,-9.04%,-28.20%,-20.90%,31.46%,Themes & Subsectors ETFs,Financials,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
4,Insurance,KIE,0.66%,-5.31%,-5.87%,-0.84%,8.70%,Themes & Subsectors ETFs,Financials,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
5,Banks,KBWB,1.98%,-12.12%,-23.33%,-17.60%,1.36%,Themes & Subsectors ETFs,Financials,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
6,Regional Banks,KBWR,1.21%,-7.97%,-14.16%,-6.99%,6.65%,Themes & Subsectors ETFs,Financials,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
7,Private Equity,PSP,1.73%,-14.53%,-36.48%,-36.60%,-18.91%,Themes & Subsectors ETFs,Financials,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
0,Biotech,PBE,1.72%,7.91%,-14.94%,-21.22%,13.36%,Themes & Subsectors ETFs,Healthcare,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
1,Pharmaceuticals,PJP,0.56%,3.73%,-5.12%,-4.85%,27.30%,Themes & Subsectors ETFs,Healthcare,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
2,Healthcare Providers,IHF,1.13%,0.37%,-10.14%,-2.80%,50.41%,Themes & Subsectors ETFs,Healthcare,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
3,Medical Devices,IHI,0.74%,-3.68%,-22.02%,-16.42%,26.61%,Themes & Subsectors ETFs,Healthcare,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
4,Medical Equipment,XHE,1.95%,-2.79%,-25.24%,-31.89%,7.35%,Themes & Subsectors ETFs,Healthcare,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
5,Cancer,CNCR,3.41%,16.64%,-30.97%,-47.74%,-23.37%,Themes & Subsectors ETFs,Healthcare,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
0,Transport,IYT,1.55%,-9.27%,-22.61%,-17.67%,13.40%,Themes & Subsectors ETFs,Industrials & Infrastructure,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
1,Aerospace & Defense,PPA,0.86%,-5.54%,-3.50%,-6.82%,6.36%,Themes & Subsectors ETFs,Industrials & Infrastructure,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
2,Global Infrastructure,GII,0.89%,-9.11%,-2.86%,-0.94%,-1.62%,Themes & Subsectors ETFs,Industrials & Infrastructure,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
3,Global Water Resources,PIO,1.46%,-8.07%,-27.69%,-21.33%,11.59%,Themes & Subsectors ETFs,Industrials & Infrastructure,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
4,Shipping,SEA-OLD,-,-,-,-,-,Themes & Subsectors ETFs,Industrials & Infrastructure,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
5,Airlines,JETS,1.26%,-16.23%,-21.19%,-31.04%,-46.32%,Themes & Subsectors ETFs,Industrials & Infrastructure,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
6,Auto Manufacturers,CARZ,4.67%,-13.72%,-25.53%,-24.96%,33.90%,Themes & Subsectors ETFs,Industrials & Infrastructure,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
7,Autonomous Vehicles,IDRV,4.31%,-14.29%,-33.19%,-26.70%,51.18%,Themes & Subsectors ETFs,Industrials & Infrastructure,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
0,Gold Miners,GDX,1.38%,-16.85%,-16.36%,-22.39%,5.51%,Themes & Subsectors ETFs,"Materials, Metals and Mining",https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
1,Hard Assets Producers,HAP,2.99%,-19.04%,-7.74%,-5.13%,19.08%,Themes & Subsectors ETFs,"Materials, Metals and Mining",https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
2,Junior Gold Miners,GDXJ,2.28%,-23.57%,-26.85%,-34.79%,-11.49%,Themes & Subsectors ETFs,"Materials, Metals and Mining",https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
3,Metals & Mining,XME,5.22%,-25.36%,-8.04%,-2.12%,47.12%,Themes & Subsectors ETFs,"Materials, Metals and Mining",https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
4,Steel Production,SLX,4.31%,-26.10%,-11.05%,-21.54%,22.42%,Themes & Subsectors ETFs,"Materials, Metals and Mining",https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
5,Silver Miners,SIL,1.96%,-21.18%,-33.12%,-42.73%,-6.87%,Themes & Subsectors ETFs,"Materials, Metals and Mining",https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
6,Timber,WOOD,1.98%,-17.36%,-20.02%,-14.97%,20.69%,Themes & Subsectors ETFs,"Materials, Metals and Mining",https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
7,Copper Producers,COPX,6.06%,-31.59%,-23.54%,-22.11%,38.74%,Themes & Subsectors ETFs,"Materials, Metals and Mining",https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
0,Semiconductors,PSI,4.63%,-19.20%,-39.22%,-25.36%,71.43%,Themes & Subsectors ETFs,Technology,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
1,Big Data,AIQ,2.73%,-7.86%,-33.30%,-31.11%,27.59%,Themes & Subsectors ETFs,Technology,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
2,Cybersecurity,CIBR,2.30%,-2.23%,-20.16%,-12.00%,43.37%,Themes & Subsectors ETFs,Technology,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
3,Gaming & eSports,ESPO,2.25%,-8.74%,-27.46%,-32.99%,43.86%,Themes & Subsectors ETFs,Technology,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
4,Networking,PXQ,2.60%,-6.60%,-28.82%,-20.80%,21.43%,Themes & Subsectors ETFs,Technology,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
5,Software,PSJ,1.48%,-3.10%,-24.95%,-41.97%,-3.22%,Themes & Subsectors ETFs,Technology,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
6,Internet,PNQI,2.58%,-6.95%,-42.01%,-51.67%,-11.16%,Themes & Subsectors ETFs,Technology,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
7,Cloud Computing,SKYY,3.42%,-3.74%,-33.79%,-35.48%,16.68%,Themes & Subsectors ETFs,Technology,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
8,Smartphones,NXTG,1.82%,-9.49%,-22.46%,-15.81%,28.76%,Themes & Subsectors ETFs,Technology,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
9,Social Media,SOCL,2.23%,-7.65%,-36.56%,-51.87%,3.70%,Themes & Subsectors ETFs,Technology,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
10,Robotics,ROBO,2.89%,-11.58%,-35.84%,-30.87%,13.30%,Themes & Subsectors ETFs,Technology,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
11,Blockchain Technology,BLOK,5.32%,-16.92%,-53.20%,-60.10%,1.35%,Themes & Subsectors ETFs,Technology,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
0,Smart Grid,GRID,2.37%,-12.14%,-24.71%,-16.99%,60.75%,Themes & Subsectors ETFs,Utilities,https://seekingalpha.com/etfs-and-funds/etf-tables/themes_and_subsectors,2022-07-08
